input,comment,replyCount,label,sentiment_label,sentiment_score
Samsung Galaxy Z Fold 7,Which app do you use to read books? Can you do a video on apps that you love on Z fold and apps that need improvement,0,others,NEGATIVE,0.9940251708030701
Samsung Galaxy Z Fold 7,buy for me one for school,0,others,NEGATIVE,0.932219386100769
Samsung Galaxy Z Fold 7,"""So it goes"" - Kurt Vonnegut/ Mr Mobile",0,others,POSITIVE,0.9940975904464722
Samsung Galaxy Z Fold 7,Which one would you choose!? Fold 7 or iPhone 17 Pro Max?,6,others,NEGATIVE,0.9970901012420654
Samsung Galaxy Z Fold 7,Fold 7 owner here.  just a funny thing that happened to me. I loved my Fold 7 so much I started hating on my tablet. didn't think the weight would bother me but it started to happen after getting used to the Fold 7. just gave my Samsung tablet to my mom lol she's so happy and I honestly don't want it anymore.,8,others,NEGATIVE,0.9319510459899902
Samsung Galaxy Z Fold 7,Battery should go to Samsung here. Having 2 screens and multi tasking and still having 25% left at 4400mah is legit.,2,battery,NEGATIVE,0.9436009526252747
Samsung Galaxy Z Fold 7,"Just got the fold 7, dont miss my iphone. Love the ability of using multiple apps on multiple displays , plus add block and 200mp camera that looks great, Its amazing.  Like the water resistant aint a issue i shower with my phone. Battery last me all day but charge takes time.",2,performance,POSITIVE,0.9981393814086914
Samsung Galaxy Z Fold 7,"I have a z fold 7 and iPhone 17 pro. The z fold is so nice it’s my main phone on my main line. Once you get used to having the big inner display it is hard to use anything else. I do prefer the cameras on the iPhone because the telephoto and video recording are better. Also, the battery life and charging speed of the iPhone are significantly better. It’s pretty ridiculous that I cary two phones around with me, but I’m a ridiculous person.",0,camera,NEGATIVE,0.9752809405326843
Samsung Galaxy Z Fold 7,Just bought a Galaxy Z Fold 7 in Blue Shadow. So excited! :),3,others,POSITIVE,0.9953135251998901
Samsung Galaxy Z Fold 7,I just bought both the 17 Pro Max and Fold 7 to test out before I replace my iPhone 8 Plus. Still got 10 days left to decide before I return one of them. Will probably return the iPhone back to Eaton Center even though I’ve been using iPhones since 2008.,5,others,NEGATIVE,0.9981574416160583
Samsung Galaxy Z Fold 7,"I always carry an iPhone and an android. I’m primarily an iPhone user. My android device always varies. I didn’t like the cameras on the z fold 7, I’m usually a pixel guy for cameras; but I made the mistake and used the Vivo x200 ultra for still shots and now NO other phone as of Oct. 2025 can meet that expectation. The Vivo has the best still shots I’ve ever seen on a phone period.",2,camera,POSITIVE,0.9975979924201965
Samsung Galaxy Z Fold 7,This video is: Tell me you're an Apple fanboi without telling me that you are an apple fanboi,1,others,POSITIVE,0.9859610795974731
Samsung Galaxy Z Fold 7,Comparing front camera of iphone with a foldable phone that can use back camera which is million times better for selfie is kind of stupid..,1,camera,NEGATIVE,0.9997555613517761
Samsung Galaxy Z Fold 7,I hope other companies also do the same with selfie cam. Gonna upgrade my s24 after 2-3 years,1,camera,NEGATIVE,0.987617552280426
Samsung Galaxy Z Fold 7,Are you keeping Scene Optimizer on or off on the Fold 7? Huge factor when it comes to Samsung cameras,0,camera,NEGATIVE,0.9240847229957581
Samsung Galaxy Z Fold 7,"After years of owning every iPhone since the iPhone 4 until the iPhone 15 Pro Max, I finally made the switch to Android with the Z Fold7. Yes, I wish battery life was better and apps worked as well as on iOS, but I don't see myself using a device that cannot fold anymore 😅. This is a productivity beast, something I wasn't able to do on my iPhones unless I jumped onto my iPad, and I don't carry that thing on me all the time. I'm keeping my Z Fold7 until Apple decides to make an iPhone that folds.",1,battery,NEGATIVE,0.9852693676948547
Samsung Galaxy Z Fold 7,"I've had my fold 7 for a week after having a iPhone for the past 15 years. I'm in love with this thing, yeah the os has taken getting some used to, and I will say that the battery could be better but for that screen real estate and the versatility of the Fold 7 Apple is going to have to do a lot to win me back next time I upgrade.",0,battery,POSITIVE,0.8682958483695984
Samsung Galaxy Z Fold 7,"I’d just like to highlight some extra camera points

Flex Mode adds extra function to the Fold
Dual Recording on the fold lets you film from ANY 2 cameras (even rear cameras) at the same time and save them as separate videos in 4K
Rear Cam Selfie exists and will produce better results than the 10mp cover screen camera",0,camera,NEGATIVE,0.6386883854866028
Samsung Galaxy Z Fold 7,"The more I see of the 17 Pro Max the more I like it, and it would fit nicely in my Apple ecosystem, so it would be my pick between the two you reviewed (but I am still leaning toward the Air).",1,others,POSITIVE,0.9986310601234436
Samsung Galaxy Z Fold 7,I actually got them both. To have the best of both worlds lol,2,others,POSITIVE,0.9996955394744873
Samsung Galaxy Z Fold 7,"Just switched to the fold 7 from iPhone, completely worth it, multitasking hits a new level and everyone is always giving you compliments. Its a phone that stands out in a good way as you carry a phone/mini tablet/laptop in your pocket.",0,design,POSITIVE,0.9998565912246704
Samsung Galaxy Z Fold 7,"This is the exact comparison I was looking for. Not the Pro Max, not the Ultra too.",0,others,NEGATIVE,0.9990766048431396
Samsung Galaxy Z Fold 7,For me it's the samsung fold 7. The ability to have a 2 in 1 device is still unique and the inner screen is amazing. I've had mine for 2 months and I wouldn't go back to a normal slab phone.,2,design,POSITIVE,0.9996215105056763
Iphone 17,"iPhonePhobias
Pan India Courier Service
Cochin +91 8136896597
Calicut +91 7356008802‬
Service🪛+91 7356008807
Complaint Line +91 8590220080
First floor, parisons digital bazar, Calicut, India 673004
https://www.instagram.com/iphonephobias/?hl=en

Edited By : https://www.instagram.com/asifasgarr
📩 : asifasgar.works@gmail.com",6,others,NEGATIVE,0.9924155473709106
Iphone 17,ആവശ്യം ഉള്ളവർ വാങ്ങട്ടേ ....ഒരാവഷ്യവും ഇല്ലാതെ കാണിക്കാൻ വേണ്ടി മാത്രം emi ഇട്ട് വാങ്ങുന്നവരെ ഒക്കെ കാണുമ്പോ പാവം തോനുന്നു 😂🧠,16,others,NEGATIVE,0.9590455293655396
Iphone 17,Editor Bro 📈💥,1,others,NEGATIVE,0.6628385782241821
Iphone 17,1:04 Smooth like Butter🤌,1,performance,POSITIVE,0.9852765202522278
Iphone 17,I cant think of any other phone to play BGMI !!! Pro max screen and bigger battery.. dream for any gamer !! Lets see how Vlogging feels like on the new iphone ❤,2,performance,NEGATIVE,0.9685142636299133
Iphone 17,Editor ന്  ഇരിക്കട്ടെ ഇരിക്കട്ടെ ഒരു കുതിരപ്പവൻ 🥵💎,0,others,NEGATIVE,0.8664442300796509
Iphone 17,This video editing is unreal.... never seen it to be so good before,0,others,NEGATIVE,0.9848237037658691
Iphone 17,editing moneee ❤‍🔥❤‍🔥❤‍🔥,0,others,NEGATIVE,0.9818552732467651
Iphone 17,Editor bro is working overtime,0,others,NEGATIVE,0.990445613861084
Iphone 17,Editor was hired yesterday..,0,others,NEGATIVE,0.9677308201789856
Iphone 17,the main reason am returning this phone is beacause of the durability issue.. or else i would have keep using this phone.. am sure with my way of handling the phone i will surely make a dent on this device and it will be super hard for me to resell this phone next year.. thats one of the main reason why i am selling it and getting the normal iPhone 17.. also this isnt a full o full apple negative parayunna video.. adiyam full ayittu video kandittu vannu konnaku keta.. njan evidde eniku istapetta kariyavum proper ayittu parayund.. chumma konna adikalee,18,design,NEGATIVE,0.9989270567893982
Iphone 17,Editing kidu.. hope your videos break the language barrier soon..,0,others,POSITIVE,0.8991456627845764
Iphone 17,Video production quality has been top notch these days. Keep it up bro,2,others,POSITIVE,0.9990769624710083
Iphone 17,"Intro kandit vaa❤❤ 
Kollato aah sanam❤❤",0,others,NEGATIVE,0.9884886145591736
Iphone 17,നിങ്ങളുടെ അവതരണം സൂപ്പർ ഒള്ള കാര്യം തുറന്നു പറയും 👍👍👍,0,others,NEGATIVE,0.9239574670791626
Iphone 17,4:36 verum editor ella . Ore kidilam editor ann pully❤️‍🔥,1,others,NEGATIVE,0.9587623476982117
Iphone 17,Iphone 17 review venam😁,0,others,NEGATIVE,0.8194162249565125
Iphone 17,Well planned!,0,others,POSITIVE,0.9998244643211365
Iphone 17,4:30 farming AURA 💀,0,others,NEGATIVE,0.8693127632141113
Iphone 17,Im not a blackberry user. Im happy with my current phone.,0,others,POSITIVE,0.9993637204170227
Samsung Galaxy Z Fold 7,"Are you team Z Fold 7? (comment below) 📱 Galaxy Z fold 7: https://geni.us/GalaxyZFold7
⌚ Galaxy Watch 8 Classic: https://geni.us/GalaxyWatch8Classic
⌚ Galaxy Watch Ultra 2025: hhttps://geni.us/GalaxyWatchUltra2025
⌚ Get Galaxy Watch 8 here ⏵⏵⏵ https://geni.us/GalaxyWatch8
📱 Samsung S25 Ultra: https://geni.us/SamsungS25Ultra 
🎧 Get Buds 3 Pro here ⏵⏵⏵ https://howl.link/mqgfj6mhdkeeb 
📱 Galaxy Tab S10 Ultra: https://geni.us/GalaxyTabS10Ultra 
⌚ Galaxy Watch 6 Classic ⏵⏵⏵ https://howl.link/ckyoOIic4mH
🎮 GameSir G8 Plus Controller ⏵⏵⏵ https://geni.us/GameSiS8Plus
📱 Cases
Pitaka Cases: https://geni.us/PitakaFoldcases
UAG Cases: https://geni.us/UAGFold7cases
🔋 MagSafe Battery packs
UAG Battery Packs: https://geni.us/UAGBatteryPacks
Sharge Magsafe Pack: https://geni.us/ShargeIceMag2pack
Anker Battery Packs: https://geni.us/AnkerMagSafePacks
ESR MagSafe Battery 5000mAh: https://geni.us/ESR5000mAh
ESR MagSafe Battery 10000mAh: https://geni.us/ESR10000mAh
UAG Magsafe Ring Stand: https://geni.us/UAGphoneringstand
💳 MagSafe Wallets
Pitaka Wallet: https://geni.us/PitakaWallet
Satechi Wallet: https://geni.us/SatechiWallet
ESR Wallet: https://geni.us/ESRmagWallet
ESR Wallet w/ FindMy: https://geni.us/ESRwalletFindMy
UAG Wallet: https://geni.us/UAGslimwallet
🔌 Chargers
Sharge Pwr Bank: https://geni.us/Sharge170pwrBank
Shrarge GaN 140W: https://geni.us/ShargePixel140W
Nomad 30W GaN charger: https://geni.us/Nomad30w
Nomad 130W GaN charger: https://geni.us/Nomad-130w
Nomad Base One: https://geni.us/BaseOne
Nomad Kevlar Cable: https://geni.us/KevlarCable
Nomad ChargeKeys: https://geni.us/ChargeKeys
💾 MagSafe Storage options
Anker MagSafe SD Card holder: https://geni.us/AnkerMagSafeSDreader
Hagabis MagSafe SSD: https://geni.us/HagabisMagSafeSSD
Kingston SSD: https://geni.us/Kingston1TBssd",3,others,NEGATIVE,0.9974068999290466
Samsung Galaxy Z Fold 7,I've never owned a z fold of any kind. I switched up from my S24 ultra to this phone. I couldn't be happier. This phone is incredible. I love it.,14,others,POSITIVE,0.9997568726539612
Samsung Galaxy Z Fold 7,I use the inner camera for video calls on the go to family when im traveling.  Its nice to see family on the.bigger screen. Honestly the fold 7 is such a game changer I dont use a tablet at all now.,2,camera,POSITIVE,0.9842484593391418
Samsung Galaxy Z Fold 7,"I'll be honest, it's really refreshing when a legit actual foldable user reviews a device. Some of the mainstream reviews make it painfully obvious they just aren't foldable users, and that's okay, but it makes for a flawed review.",0,others,POSITIVE,0.7653173208236694
Samsung Galaxy Z Fold 7,"""Pinky on swole"" while holding my Fold 7 with my Pinky 😂",2,others,NEGATIVE,0.9872985482215881
Samsung Galaxy Z Fold 7,Watching from my beautiful blue Z Fold 7🎉,5,others,POSITIVE,0.9980328679084778
Samsung Galaxy Z Fold 7,"I'm one of the few people it seems who minds neither the battery life or charging speed.
I get 24-26 hours of use on most days, granted it is not my main device. Work days it's in my pocket playing YouTube/music through Bluetooth sometimes and then using it during my breaks.
At home it's a small addition to my already existing tech.
And while it's an obvious solution: I charge while I sleep. Wireless, not even at full capacity. And yet it's always fully charged by the time I need it.

The inner camera is useful for video calls in flex mode, but going back to the under screen would be better in my eyes, slightly less clarity for an uninterrupted screen is worth it imo.",1,battery,NEGATIVE,0.9788345098495483
Samsung Galaxy Z Fold 7,Can’t scrap the main screen camera. Video calls in flex mode are essential.,11,camera,POSITIVE,0.9900549650192261
Samsung Galaxy Z Fold 7,Finally a fold user reviewer!!! I love my fold 7 as well. Can't go back,0,design,POSITIVE,0.9992363452911377
Samsung Galaxy Z Fold 7,Video calls - Teams etc...Keep in the inside camera.,0,camera,POSITIVE,0.9720778465270996
Samsung Galaxy Z Fold 7,"so far , I'm liking it! Went from the S24 Ultra to the Fold 7. I didn't use the S-Pen that much but did take notes. So that's something I'll need to adapt to. I also have the Galaxy ring and S8 Classic watch.",1,others,POSITIVE,0.9823289513587952
Samsung Galaxy Z Fold 7,"Coming from someone who have been using iPhones for the last decade mostly due to how good looking the phone is and iOS, the design of this phone for the very first time is making me think about switching, DAMN this phone looks so nice, how the cameras at the back are placed in is just beautiful, I’ll definitely have to go in debt and switch to android after 10y.",0,design,POSITIVE,0.9976391792297363
Samsung Galaxy Z Fold 7,"In use the inner screen camera every video call, but I think that the UDC was just fine for that.",0,camera,POSITIVE,0.9969691634178162
Samsung Galaxy Z Fold 7,"My first Fold and I love it, having this and my S25 Ultra together is perfect",0,others,POSITIVE,0.9998881816864014
Samsung Galaxy Z Fold 7,I wish they'd put the cameras horizontal. It would eliminate that super annoying wobble,0,camera,NEGATIVE,0.9989809393882751
Samsung Galaxy Z Fold 7,iPhone owner since iPhone started - The Z ! Might of just changed my mind 🔥😵‍💫💯,3,others,NEGATIVE,0.9953535795211792
Samsung Galaxy Z Fold 7,I don't understand how everyone is having issues with battery throughout the day and it not charging fast. Mine charges the same as my S24 Ultra did with my fast chargers that I have. The battery is 99% better than my S24 Ultra.,0,battery,POSITIVE,0.9077786207199097
Samsung Galaxy Z Fold 7,Excellent review. I'm loving the fold 7 too,0,others,POSITIVE,0.9998714923858643
Samsung Galaxy Z Fold 7,Love my Jet Black Z Fold 7...y'all stop telling him what and what not to suggest. It's HIS freaking channel😂,0,others,POSITIVE,0.9185335636138916
Samsung Galaxy Z Fold 7,That pinky on swole is so relatable lol,0,others,NEGATIVE,0.9983364939689636
Samsung Galaxy Z Fold 7,"I've had the 3, 5, 6 and the 7 will be at my house in a few days. I could never use a regular phone again",0,others,NEGATIVE,0.9964345693588257
Samsung Galaxy Z Fold 7,"Don't know about getting😢 it.. But it's really thin and beautiful, Premium... I am really waiting eagerly for the giveaway on your channel",0,design,POSITIVE,0.9959869980812073
Samsung Galaxy Z Fold 7,Hopefully,0,others,POSITIVE,0.9995480179786682
Samsung Galaxy Z Fold 7,Waiting to see how the 7 screen ages before giving folding phones a 2nd chance.,0,others,NEGATIVE,0.9930989146232605
Samsung Galaxy Z Fold 7,Don’t do it!,0,others,NEGATIVE,0.9993698000907898
Samsung Galaxy Z Fold 7,Just ordered mine 🎉,0,others,NEGATIVE,0.9795191884040833
Samsung Galaxy Z Fold 7,I am still contemplating Fold 7 Vs Flip 7. What would you recommend for a woman. Currently using S23 Ultra. I use my phone extensively for videos & media.,0,others,NEGATIVE,0.9895787835121155
Samsung Galaxy Z Fold 7,"I need my S pen, so I may need to keep my 6 until something else comes along",0,others,NEGATIVE,0.9994725584983826
Samsung Galaxy Z Fold 7,how long battery life,0,battery,NEGATIVE,0.9904766082763672
Samsung Galaxy Z Fold 7,I have a Samsung tablet but did break down and get some styli on Amazon for my GF7 because it was getting annoying not being able to use the S pen on both like my S24U. But that's just because I was used to doing that.,0,others,NEGATIVE,0.994967520236969
Samsung Galaxy Z Fold 7,I did the exact same thing and I couldn't be happier as well. I do agree with faster charging but impressively with the new chip I'm getting the same battery life if not more as my s24 ultra.,0,battery,POSITIVE,0.9933820962905884
Samsung Galaxy Z Fold 7,Fragile?!,0,design,NEGATIVE,0.9847491383552551
Samsung Galaxy Z Fold 7,​​ @zoom112  yes I had the s24U as well and the battery life feels the same!😂,0,battery,NEGATIVE,0.9806615114212036
Samsung Galaxy Z Fold 7,"Literally watching this on the s24 ultra, looking at galaxy tab also, may aswell just get the fold.",0,others,NEGATIVE,0.9936654567718506
Samsung Galaxy Z Fold 7,Wow! I have the S23 Ultra right now but seeing what you said about the Z Fold and other comments on here I might just have to make the switch! ☺,0,others,NEGATIVE,0.9931633472442627
Samsung Galaxy Z Fold 7,Just ordered from my 22 ULTRA HELLOOOOO UPGRADE,0,others,NEGATIVE,0.980408787727356
Samsung Galaxy Z Fold 7,Exactly the the same experience...z fold 7 after a month....I wudnt go back 2 ultra,0,others,NEGATIVE,0.9977549910545349
Samsung Galaxy Z Fold 7,"Thank you for saying this, I've been on the fence with my s24 ultra, and im too scared to jump ship. I'll have to check out the fold 7 again",0,others,POSITIVE,0.9960780739784241
Samsung Galaxy Z Fold 7,"Absolutely. Typing this on my Fold 7 now. It feels like the start of Samsung's new era for the foldables. Now they have the form factor of a typical phone when folded, which is a very nice change from the previous ones.",0,design,POSITIVE,0.9948219060897827
Samsung Galaxy Z Fold 7,I'm actually selling my S25 Ultra to get the Z Fold 7 and experience the Foldable Life. Looking forward to it 🙌🏾,0,others,POSITIVE,0.9980278611183167
Samsung Galaxy Z Fold 7,Just ordered the Z Fold 7 yesterday. Upgrading from Z Fold 3. Can't wait!!,0,others,NEGATIVE,0.8298349976539612
Samsung Galaxy Z Fold 7,😂,0,others,NEGATIVE,0.6970561742782593
Samsung Galaxy Z Fold 7,"Haha I'm like what while reading this, just to realized I'm doing the same thing while reading this 😅",0,others,NEGATIVE,0.9301905632019043
Samsung Galaxy Z Fold 7,"If you own this phone, then your opinion matters. We have to stop listening to non buyers 😂",0,others,NEGATIVE,0.9972695708274841
Samsung Galaxy Z Fold 7, @dreco2x199 I’m a certified Foldologist😂 Fold7 owner right here!,0,others,POSITIVE,0.9864761233329773
Samsung Galaxy Z Fold 7,What prevents you from using the front camera for that?,0,camera,NEGATIVE,0.9996912479400635
Samsung Galaxy Z Fold 7, @the_corsair because I still like to multitask while on video calls,0,performance,POSITIVE,0.6547248363494873
Samsung Galaxy Z Fold 7," @audasitytech  i don't video call, but i can see why that's valid.",0,others,POSITIVE,0.9992971420288086
Samsung Galaxy Z Fold 7,Absolutely essential for zoom/teams meetings. No way I'm being forced to take those with my phone closed.,0,others,POSITIVE,0.9980523586273193
Samsung Galaxy Z Fold 7,"UDC absolutely fine for Zoom, Teams, et-al. Now im stuck with this horrible black dot forever.",0,others,NEGATIVE,0.9864069819450378
Samsung Galaxy Z Fold 7,"​ @audasitytech The multitasking in Flex mode and tent mode are identical. If you like to video call in Open mode, that has better multitasking, so gotcha. I misunderstood",0,performance,NEGATIVE,0.9981005787849426
Samsung Galaxy Z Fold 7,"​ @dreco2x199 that's an unfair comment, if only one or two issues are stopping someone from adopting, then they are legitimate complaints.",0,others,NEGATIVE,0.9991003274917603
Samsung Galaxy Z Fold 7,"Yes, I have found the same. And I may be in the minority, but I prefer the cutout. The image quality is noticeably better, and the cutout doesn't bother me at all during normal use. I'm able to ignore it just fine.",0,camera,POSITIVE,0.9589385986328125
Samsung Galaxy Z Fold 7,feeling the same way,0,others,NEGATIVE,0.7155869007110596
Samsung Galaxy Z Fold 7,Just switched from iPhone to the fold 7,0,others,NEGATIVE,0.973647952079773
Samsung Galaxy Z Fold 7, @supermagicblackhole how u like it!?,0,others,POSITIVE,0.9125060439109802
Samsung Galaxy Z Fold 7,26 hours for day😂,0,battery,NEGATIVE,0.5073436498641968
Samsung Galaxy Z Fold 7,I've literally been finding reasons to use my tablet and it's been to Google stuff for the game I'm playing on my phone 😅,0,others,NEGATIVE,0.9923762679100037
Samsung Galaxy Z Fold 7,Same! The video calls are so much better with the bigger screen.,0,design,NEGATIVE,0.995008111000061
Samsung Galaxy Z Fold 7,Fold 7 easy.,0,others,POSITIVE,0.9442777037620544
Samsung Galaxy Z Fold 7,Fold,0,others,POSITIVE,0.9862504005432129
Samsung Galaxy Z Fold 7,Fold 7,0,others,POSITIVE,0.9362487196922302
Samsung Galaxy Z Fold 7,Which icon package do you use for the Fold 7? looks sleak.,0,design,NEGATIVE,0.9996868371963501
Samsung Galaxy Z Fold 7,Fold 7. Only thing stopping me is the fact that i am deeply embedded into the apple ecosystem. Hoping the rumors are true and apple will be introducing a foldable next september.,0,others,POSITIVE,0.9934862852096558
Samsung Galaxy Z Fold 7,Get that fold or the iPhone 7 I mean iPhone X still got mine ma closet same phone for 8 years,0,others,NEGATIVE,0.9958029389381409
Samsung Galaxy Z Fold 7,Same.,0,others,NEGATIVE,0.9829948544502258
Samsung Galaxy Z Fold 7,Same 😂 I love it,0,others,POSITIVE,0.9993928670883179
Samsung Galaxy Z Fold 7,Saaaaaammmeeee,0,others,NEGATIVE,0.988338828086853
Samsung Galaxy Z Fold 7,Same,0,others,NEGATIVE,0.984588086605072
Samsung Galaxy Z Fold 7,Same. And same color too😂,0,others,NEGATIVE,0.9907378554344177
Samsung Galaxy Z Fold 7,Is you really using a different phone just to message your iPhone friends? Lol 😂,0,others,NEGATIVE,0.9974783062934875
Samsung Galaxy Z Fold 7,"The device is over $2,000 a case is a MUST. Mag safe is minimal. What's needed is bigger battery, faster charging but essentially it's going to cost the same as two s25 Ultras I want 2 S25 Ultra screens and the S25 camera. It's that simple.",5,battery,NEGATIVE,0.9835034608840942
Samsung Galaxy Z Fold 7,I got my Fold 7 on day one. I upgraded from a Fold 4 and I've been loving my Fold 7 ever since.,1,others,POSITIVE,0.9997377991676331
Samsung Galaxy Z Fold 7,I love this phone i was just xbox cloud gaming on it  just played forza,3,performance,POSITIVE,0.9838477969169617
Samsung Galaxy Z Fold 7,"Great content, as always. So well done! I'm loving my 1TB Z Fold 7.",1,others,POSITIVE,0.9998735189437866
Samsung Galaxy Z Fold 7,I use the inside camera on the daily. I am on Google meets all the time for work.,0,camera,POSITIVE,0.9515022039413452
Samsung Galaxy Z Fold 7,Yes please give us a rundown to get the most of all the cameras on the Z Fold 7!!!,0,camera,NEGATIVE,0.9966694712638855
Samsung Galaxy Z Fold 7,"I don't understand the desire for a three-day battery AND fast-charging. What, people don't sleep?
My Fold7 lasts all day, and I slow-charge at night. 🤷‍♂️",6,battery,NEGATIVE,0.9935410022735596
Samsung Galaxy Z Fold 7,Least they could have done is put the inner camera in the corner so it's not visible when watching content,0,design,NEGATIVE,0.9994818568229675
Samsung Galaxy Z Fold 7,"Put the S25 Ultra cameras, the same screen size outer screen as the s25 ultra, include an embedded s pen, faster wired and wired charging then they can call it the Z fold ultra",5,camera,NEGATIVE,0.9954225420951843
Samsung Galaxy Z Fold 7,I love my z fold 7,1,others,POSITIVE,0.9998432397842407
Samsung Galaxy Z Fold 7,"I'm trading my fold 5 for fold 7. I went to a retail store and see the difference myself, and man... the difference in just the weight, dimension, and feel just blew my mind. People may be asking, but is it worth the upgrade. For me, yes, because I heavily use my phone and I carry that phone in my pocket for over 10 hours at work standing and walking in a warehouse. The weight change is a huge plus for me. For me, the main upgrade is the weight and dimension. Bonus upgrade are better processor, camera, screen, the feel and hold. What I do on my fold: Heavy gaming, video watching, multi-tasking, music listening, window shopping. Basically, it's my walking PC.

For other people, it might not be worth the upgrade, especially if you are obsessed with the battery. If you are getting into the fold, fold 7 is definitely the way to go and a great start.

What I want in the future z fold? Micro SD slot, PLEASE! S Pen is always plus (for some reason, they decide to take out s pen on fold 7, smh*). Obviously, better battery life is always a plus. Less expensive price would be nice too.",0,design,NEGATIVE,0.9718653559684753
Samsung Galaxy Z Fold 7,Tbh I love the multitasking on the device if I'm in the middle of something and someone msg I just pull it up if I need my email it's up and tiktok is actually insane on the fold 7 imo,0,performance,NEGATIVE,0.8437219858169556
Samsung Galaxy Z Fold 7,Bro! I have had a fold 3 and i have NEVER used or ever needed to use the inner camera! Hell if losing the inner camera will save money I am completely with it!,0,camera,NEGATIVE,0.9970396161079407
Samsung Galaxy Z Fold 7,Samsung z fold 7 is a mvp candidate and the iphone 16 pro max is a 6th man of the year contender,0,others,POSITIVE,0.9956912398338318
Samsung Galaxy Z Fold 7,Show us how to use the camera!,1,camera,POSITIVE,0.9988829493522644
Samsung Galaxy Z Fold 7,"Add a bigger battery, faster charging  and s-pen support. I would be fine losing the inner screen camera",6,battery,NEGATIVE,0.9996901750564575
Samsung Galaxy Z Fold 7,"Loving my fold 7. Got the 512gb black fold 7. It's so refreshing that they finally made the front screen bigger and easier to use, but yea 25 watt charging is definitely the low end but, I think it's like that because of how thin the fold is now, but im not 100% sure since there are other foldables that have faster charging rates, hopefully next iteration will be improved",0,design,POSITIVE,0.9832183718681335
Samsung Galaxy Z Fold 7,"For as much as people want a bigger batteries, I think faster charging speeds would be perfect. I don't want the phone to get larger. I love the size as it is now. If I could just top it off quicker, I wouldn't need to worry about the battery. That is only my gripe. I love this phone.",1,battery,POSITIVE,0.9994970560073853
Samsung Galaxy Z Fold 7,The most luxurious phone ever ✨️,0,design,POSITIVE,0.9953826069831848
Samsung Galaxy Z Fold 7,I dont blame you! You have the best of both worlds with the Fold 7,0,others,POSITIVE,0.9997518658638
Samsung Galaxy Z Fold 7,I've ALWAYS enjoyed using my tablet on my bed at night. the usual ebooks and media consumption. the weight started bothering me after getting used to the Fold 7. Mom has a new tablet and I didn't really lose anything. win/win,0,others,POSITIVE,0.7301579713821411
Samsung Galaxy Z Fold 7,I've experienced this. The weight makes such a difference than we realize 😂,0,design,POSITIVE,0.9961394667625427
Samsung Galaxy Z Fold 7,"I agree. As a Grindr power user, the Fold 7 is a beast.",0,performance,POSITIVE,0.995606005191803
Samsung Galaxy Z Fold 7,lol😂,0,others,NEGATIVE,0.6970561742782593
Samsung Galaxy Z Fold 7,"I said on other vids, but once the fold becomes the new ultra ill buy it. Honestly cant wait for that day",0,others,NEGATIVE,0.9919474720954895
Samsung Galaxy Z Fold 7," @chakkablankz  I honestly think now is the  time, this is my first foldable btw and was impressed with the Fold 7.",0,others,POSITIVE,0.9986421465873718
Samsung Galaxy Z Fold 7,"I had the fold 5 for 2 years, then upgraded to the fold 7 on launch. Throughout my time with the folds ive had a cheap ipad at one point and right now have a cheap 200 dallar galaxy tablet. My fold 5 was so heavy and a hated it. But this samsung tablet must weigh 325,0000 pounds with some added weight just to piss me off 😂. I never use my galaxy tablet except as a second alarm clock (cuz i like to have two). Z fold 7 is the only way to go. 
On a side note, im only mildly interested in the galaxy tri-fold. But it's not something I'm really interested in having. But maybe I'll change my mind when I see it. I doubt it though. Im pretty content with the current state of foldables.",0,design,NEGATIVE,0.991241455078125
Samsung Galaxy Z Fold 7,"iPhone 17PM lasts way longer, just because its semi efficient doesn't mean it deserves to be called a better battery phone. BTW Phonebuff results show the Fold 7 lasting 9hrs 50 mins and the 17PM lasting 13hrs and 5 mins.",0,battery,NEGATIVE,0.9976959824562073
Samsung Galaxy Z Fold 7,Battery is very well optimized it doesnt bother at all,0,battery,POSITIVE,0.9845690727233887
Samsung Galaxy Z Fold 7,"Technician speaking here. 
Be careful because steam water particles can still enter your phone even if they are water resistant, especially if you take hot showers.",0,others,NEGATIVE,0.9956061244010925
Samsung Galaxy Z Fold 7,"Not sure what you mean about ""add block"". You can block ads equally well on both iOS and Android, if you know what you're doing.",0,others,NEGATIVE,0.8847174644470215
Samsung Galaxy Z Fold 7,"Yea i ordered mine too, wont be here for a few weeks but yea im going from S24U to Z Fold 7 and this will be my first fold phone",0,others,NEGATIVE,0.692373514175415
Samsung Galaxy Z Fold 7,​ @Littlebittyrose Same here,0,others,NEGATIVE,0.9881014823913574
Samsung Galaxy Z Fold 7,"So you think I'd be happy to switch from my boring iPhone 12 Pro Max to the Fold 7 because I've always wanted a fold from Samsung? Do you think I'd enjoy the Fold 7 a lot? And does the black camera cutout and the crease annoy you, or would I get used to it?",0,camera,NEGATIVE,0.9829283356666565
Samsung Galaxy Z Fold 7,"I’ve had one of almost every Galaxy S line, and I’ve been watching this Fold line since the first one. 

Finally bought this phone, and yeah it is just AMAZING. I have my whole work on the Secret Folder, which I can just turn off and hide at weekend.",0,others,POSITIVE,0.9995405673980713
Samsung Galaxy Z Fold 7,Is the inner screen durable?,0,design,POSITIVE,0.7105384469032288
Samsung Galaxy Z Fold 7, @rexmrtnz86  it must be I’ve seen people have the fold 5 since it came out and the screen was fine in person so the fold 7 must be the same,0,design,POSITIVE,0.8201569318771362
